,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-247.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.512505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.512505,0.0,-122.512505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.512505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.643692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.287384,0.0,-121.287384,0.0,0.0,0.0,0.0,0.0,0.0,-60.643692,0.0,2.4502409,0.0,-60.643692,0.0,0.0,0.0,0.0,0.0,0.0,-121.287384,0.0,-121.287384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.643692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.018627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.055885,0.0,-90.055885,0.0,0.0,0.0,0.0,0.0,0.0,-90.055885,0.0,-27.59289,0.0,-90.055885,0.0,0.0,0.0,0.0,-30.018627,0.0,-27.59289,0.0,-27.59289,0.0,-30.018627,0.0,0.0,0.0,0.0,-90.055885,0.0,-27.59289,0.0,-90.055885,0.0,0.0,0.0,0.0,0.0,0.0,-90.055885,0.0,-90.055885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.018627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.8592205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.436882,0.0,-59.436882,0.0,0.0,0.0,0.0,0.0,0.0,-89.15533,0.0,-57.635777,0.0,-89.15533,0.0,0.0,0.0,0.0,-59.436882,0.0,3.6022248,0.0,3.6022248,0.0,-59.436882,0.0,0.0,-14.8592205,0.0,-57.635777,0.0,-57.05966,0.0,-57.635777,0.0,-14.8592205,0.0,0.0,-59.436882,0.0,3.6022248,0.0,3.6022248,0.0,-59.436882,0.0,0.0,0.0,0.0,-89.15533,0.0,-57.635777,0.0,-89.15533,0.0,0.0,0.0,0.0,0.0,0.0,-59.436882,0.0,-59.436882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.8592205,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,-14.7106285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.776573,0.0,-36.776573,0.0,0.0,0.0,0.0,0.0,0.0,-73.55315,0.0,-65.0091,0.0,-73.55315,0.0,0.0,0.0,0.0,-73.55315,0.0,-11.144426,0.0,-11.144426,0.0,-73.55315,0.0,0.0,-36.776573,0.0,-11.144434,0.0,-25.891075,0.0,-11.144426,0.0,-36.776573,-14.7106285,0.0,-65.0091,0.0,-25.891079,0.0,-25.891079,0.0,-65.0091,0.0,0.0,-36.776573,0.0,-11.144434,0.0,-25.891075,0.0,-11.144426,0.0,-36.776573,0.0,0.0,-73.55315,0.0,-11.144426,0.0,-11.144426,0.0,-73.55315,0.0,0.0,0.0,0.0,-73.55315,0.0,-65.0091,0.0,-73.55315,0.0,0.0,0.0,0.0,0.0,0.0,-36.776573,0.0,-36.776573,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,-43.69057,0.0,-43.69057,0.0,0.0,0.0,0.0,0.0,0.0,-54.613213,0.0,-61.159443,0.0,-54.613213,0.0,0.0,0.0,0.0,-72.81762,0.0,-33.466694,0.0,-33.466694,0.0,-72.81762,0.0,0.0,-54.613213,0.0,4.413171,0.0,1.030851,0.0,4.4131784,0.0,-54.613213,-43.69057,0.0,-33.46671,0.0,-40.231358,0.0,-40.231354,0.0,-33.466694,0.0,0.0,-61.15945,0.0,1.0308359,0.0,5.224729,0.0,1.0308472,0.0,-61.15945,-43.69057,0.0,-33.46671,0.0,-40.231358,0.0,-40.231354,0.0,-33.466694,0.0,0.0,-54.613213,0.0,4.413171,0.0,1.030851,0.0,4.4131784,0.0,-54.613213,0.0,0.0,-72.81762,0.0,-33.466694,0.0,-33.466694,0.0,-72.81762,0.0,0.0,0.0,0.0,-54.613213,0.0,-61.159443,0.0,-54.613213,0.0,0.0
0,0.0,0.0,0.0,-75.69391,0.0,-89.238,0.0,-75.69391,0.0,0.0,0.0,0.0,-63.078262,0.0,-59.091503,0.0,-59.09151,0.0,-63.078262,0.0,0.0,-63.078262,0.0,-4.6421432,0.0,1.4633301,0.0,-4.6421356,0.0,-63.078262,-75.69391,0.0,-4.642151,0.0,-22.752762,0.0,-22.752754,0.0,-4.6421356,0.0,0.0,-59.09151,0.0,-22.75277,0.0,-11.100366,0.0,-22.752758,0.0,-59.091503,-89.238,0.0,1.4633075,0.0,-11.100369,0.0,-11.100362,0.0,1.4633226,0.0,0.0,-59.09151,0.0,-22.75277,0.0,-11.100366,0.0,-22.752758,0.0,-59.091503,-75.69391,0.0,-4.642151,0.0,-22.752762,0.0,-22.752754,0.0,-4.6421356,0.0,0.0,-63.078262,0.0,-4.6421432,0.0,1.4633301,0.0,-4.6421356,0.0,-63.078262,0.0,0.0,-63.078262,0.0,-59.091503,0.0,-59.09151,0.0,-63.078262,0.0
0,0.0,0.0,-99.91596,0.0,-96.88823,0.0,-96.88823,0.0,-99.91596,0.0,0.0,-62.44748,0.0,-46.173298,0.0,-41.4012,0.0,-46.173298,0.0,-62.44748,-99.91596,0.0,5.046234,0.0,-8.954397,0.0,-8.954393,0.0,5.0462494,0.0,0.0,-46.173306,0.0,-31.490002,0.0,-28.316107,0.0,-31.48999,0.0,-46.173298,-96.88823,0.0,-8.954405,0.0,6.314441,0.0,6.3144526,0.0,-8.954393,0.0,0.0,-41.401215,0.0,-28.316116,0.0,-27.151207,0.0,-28.316105,0.0,-41.40119,-96.88823,0.0,-8.954405,0.0,6.314441,0.0,6.3144526,0.0,-8.954393,0.0,0.0,-46.173306,0.0,-31.490002,0.0,-28.316107,0.0,-31.48999,0.0,-46.173298,-99.91596,0.0,5.046234,0.0,-8.954397,0.0,-8.954393,0.0,5.0462494,0.0,0.0,-62.44748,0.0,-46.173298,0.0,-41.4012,0.0,-46.173298,0.0,-62.44748
0,0.0,-111.2814,0.0,-68.19267,0.0,-48.560917,0.0,-68.19267,0.0,-111.2814,-111.2814,0.0,-38.280315,0.0,-37.24089,0.0,-37.240875,0.0,-38.280315,0.0,0.0,-38.280323,0.0,-35.782154,0.0,-44.823616,0.0,-35.782143,0.0,-38.280308,-68.19267,0.0,-35.78215,0.0,-8.38557,0.0,-8.385562,0.0,-35.782143,0.0,0.0,-37.2409,0.0,-8.385568,0.0,-10.215656,0.0,-8.385558,0.0,-37.240883,-48.560917,0.0,-44.823616,0.0,-10.215662,0.0,-10.215652,0.0,-44.8236,0.0,0.0,-37.2409,0.0,-8.385568,0.0,-10.215656,0.0,-8.385558,0.0,-37.240883,-68.19267,0.0,-35.78215,0.0,-8.38557,0.0,-8.385562,0.0,-35.782143,0.0,0.0,-38.280323,0.0,-35.782154,0.0,-44.823616,0.0,-35.782143,0.0,-38.280308,-111.2814,0.0,-38.280315,0.0,-37.24089,0.0,-37.240875,0.0,-38.280315,0.0
0,-220.33717,0.0,-27.820389,0.0,1.2578405,0.0,1.2578557,0.0,-27.820374,0.0,0.0,-86.2431,0.0,-43.138973,0.0,-42.106632,0.0,-43.138966,0.0,-86.24309,-27.820374,0.0,-78.31762,0.0,-53.620102,0.0,-53.620087,0.0,-78.31762,0.0,0.0,-43.138973,0.0,-12.550942,0.0,-7.513203,0.0,-12.550935,0.0,-43.138958,1.257833,0.0,-53.620094,0.0,-24.666512,0.0,-24.666512,0.0,-53.62008,0.0,0.0,-42.106632,0.0,-7.5131974,0.0,6.6526957,0.0,-7.5131903,0.0,-42.106632,1.257833,0.0,-53.620094,0.0,-24.666512,0.0,-24.666512,0.0,-53.62008,0.0,0.0,-43.138973,0.0,-12.550942,0.0,-7.513203,0.0,-12.550935,0.0,-43.138958,-27.820374,0.0,-78.31762,0.0,-53.620102,0.0,-53.620087,0.0,-78.31762,0.0,0.0,-86.2431,0.0,-43.138973,0.0,-42.106632,0.0,-43.138966,0.0,-86.24309
0,0.0,-98.050064,0.0,11.654702,0.0,7.635014,0.0,11.654725,0.0,-98.050064,-98.050064,0.0,-78.68492,0.0,-31.247412,0.0,-31.247412,0.0,-78.684906,0.0,0.0,-78.68492,0.0,-57.45135,0.0,-33.27033,0.0,-57.45134,0.0,-78.68492,11.654714,0.0,-57.451355,0.0,-40.381912,0.0,-40.38191,0.0,-57.45134,0.0,0.0,-31.247404,0.0,-40.38191,0.0,-14.732298,0.0,-40.3819,0.0,-31.247404,7.634995,0.0,-33.27033,0.0,-14.73229,0.0,-14.732296,0.0,-33.27033,0.0,0.0,-31.247404,0.0,-40.38191,0.0,-14.732298,0.0,-40.3819,0.0,-31.247404,11.654714,0.0,-57.451355,0.0,-40.381912,0.0,-40.38191,0.0,-57.45134,0.0,0.0,-78.68492,0.0,-57.45135,0.0,-33.27033,0.0,-57.45134,0.0,-78.68492,-98.050064,0.0,-78.68492,0.0,-31.247412,0.0,-31.247412,0.0,-78.684906,0.0
0,23.994675,0.0,-93.12159,0.0,-22.631792,0.0,-22.631796,0.0,-93.12158,0.0,0.0,-89.58697,0.0,-34.378258,0.0,-1.9388545,0.0,-34.37825,0.0,-89.58698,-93.1216,0.0,-57.24047,0.0,-27.279842,0.0,-27.27985,0.0,-57.240456,0.0,0.0,-34.378258,0.0,-84.4295,0.0,-56.301323,0.0,-84.42949,0.0,-34.378265,-22.63178,0.0,-27.27985,0.0,-30.143217,0.0,-30.143217,0.0,-27.27985,0.0,0.0,-1.9388545,0.0,-56.30132,0.0,-35.756115,0.0,-56.30132,0.0,-1.9388545,-22.63178,0.0,-27.27985,0.0,-30.143217,0.0,-30.143217,0.0,-27.27985,0.0,0.0,-34.378258,0.0,-84.4295,0.0,-56.301323,0.0,-84.42949,0.0,-34.378265,-93.1216,0.0,-57.24047,0.0,-27.279842,0.0,-27.27985,0.0,-57.240456,0.0,0.0,-89.58697,0.0,-34.378258,0.0,-1.9388545,0.0,-34.37825,0.0,-89.58698
0,0.0,-25.839354,0.0,-102.87056,0.0,-31.883606,0.0,-102.870575,0.0,-25.839361,-25.839369,0.0,-57.893944,0.0,-11.748295,0.0,-11.748291,0.0,-57.893944,0.0,0.0,-57.893944,0.0,-43.770554,0.0,-22.898308,0.0,-43.77055,0.0,-57.893944,-102.87058,0.0,-43.770557,0.0,-58.108074,0.0,-58.108078,0.0,-43.770565,0.0,0.0,-11.748299,0.0,-58.108086,0.0,-60.82524,0.0,-58.108086,0.0,-11.748302,-31.883575,0.0,-22.898312,0.0,-60.82525,0.0,-60.825245,0.0,-22.898315,0.0,0.0,-11.748299,0.0,-58.108086,0.0,-60.82524,0.0,-58.108086,0.0,-11.748302,-102.87058,0.0,-43.770557,0.0,-58.108074,0.0,-58.108078,0.0,-43.770565,0.0,0.0,-57.893944,0.0,-43.770554,0.0,-22.898308,0.0,-43.77055,0.0,-57.893944,-25.839369,0.0,-57.893944,0.0,-11.748295,0.0,-11.748291,0.0,-57.893944,0.0
0,-74.916664,0.0,-28.836039,0.0,-55.928658,0.0,-55.92865,0.0,-28.836054,0.0,0.0,5.795124,0.0,-73.02579,0.0,-36.828392,0.0,-73.025795,0.0,5.7951317,-28.836046,0.0,-43.979786,0.0,-40.57295,0.0,-40.572933,0.0,-43.97981,0.0,0.0,-73.025795,0.0,-17.27465,0.0,-43.231842,0.0,-17.274658,0.0,-73.025795,-55.928665,0.0,-40.57295,0.0,-87.90221,0.0,-87.9022,0.0,-40.572956,0.0,0.0,-36.82839,0.0,-43.23186,0.0,-85.03544,0.0,-43.23186,0.0,-36.82839,-55.928665,0.0,-40.57295,0.0,-87.90221,0.0,-87.9022,0.0,-40.572956,0.0,0.0,-73.025795,0.0,-17.27465,0.0,-43.231842,0.0,-17.274658,0.0,-73.025795,-28.836046,0.0,-43.979786,0.0,-40.57295,0.0,-40.572933,0.0,-43.97981,0.0,0.0,5.795124,0.0,-73.02579,0.0,-36.828392,0.0,-73.025795,0.0,5.7951317
0,0.0,-20.039454,0.0,-12.412207,0.0,-60.26471,0.0,-12.412199,0.0,-20.039446,-20.039442,0.0,-12.00801,0.0,-90.515305,0.0,-90.515305,0.0,-12.008025,0.0,0.0,-12.00801,0.0,-43.219475,0.0,-57.127705,0.0,-43.219486,0.0,-12.008025,-12.412184,0.0,-43.21947,0.0,-36.01893,0.0,-36.01891,0.0,-43.21948,0.0,0.0,-90.51531,0.0,-36.018917,0.0,-90.2985,0.0,-36.018925,0.0,-90.515305,-60.26474,0.0,-57.127716,0.0,-90.29851,0.0,-90.298515,0.0,-57.12772,0.0,0.0,-90.51531,0.0,-36.018917,0.0,-90.2985,0.0,-36.018925,0.0,-90.515305,-12.412184,0.0,-43.21947,0.0,-36.01893,0.0,-36.01891,0.0,-43.21948,0.0,0.0,-12.00801,0.0,-43.219475,0.0,-57.127705,0.0,-43.219486,0.0,-12.008025,-20.039442,0.0,-12.00801,0.0,-90.515305,0.0,-90.515305,0.0,-12.008025,0.0
0,34.489395,0.0,0.5961757,0.0,-70.21585,0.0,-70.21586,0.0,0.59618324,0.0,0.0,-37.464157,0.0,-5.991195,0.0,-111.25929,0.0,-5.991195,0.0,-37.464176,0.59619266,0.0,-11.135219,0.0,-72.13908,0.0,-72.13909,0.0,-11.135222,0.0,0.0,-5.99118,0.0,-61.3441,0.0,-65.835175,0.0,-61.34411,0.0,-5.9911876,-70.21586,0.0,-72.13908,0.0,-38.03107,0.0,-38.03108,0.0,-72.13908,0.0,0.0,-111.25933,0.0,-65.83517,0.0,-94.605965,0.0,-65.83518,0.0,-111.259315,-70.21586,0.0,-72.13908,0.0,-38.03107,0.0,-38.03108,0.0,-72.13908,0.0,0.0,-5.99118,0.0,-61.3441,0.0,-65.835175,0.0,-61.34411,0.0,-5.9911876,0.59619266,0.0,-11.135219,0.0,-72.13908,0.0,-72.13909,0.0,-11.135222,0.0,0.0,-37.464157,0.0,-5.991195,0.0,-111.25929,0.0,-5.991195,0.0,-37.464176
0,0.0,0.11690123,0.0,-28.104939,0.0,-119.99833,0.0,-28.104946,0.0,0.11687857,0.11688801,0.0,-14.839296,0.0,-38.894527,0.0,-38.89454,0.0,-14.839289,0.0,0.0,-14.839281,0.0,-31.764467,0.0,-102.52304,0.0,-31.764471,0.0,-14.839281,-28.104946,0.0,-31.764463,0.0,-81.82923,0.0,-81.82926,0.0,-31.764463,0.0,0.0,-38.894535,0.0,-81.82924,0.0,-27.673609,0.0,-81.82925,0.0,-38.89454,-119.998344,0.0,-102.523026,0.0,-27.673594,0.0,-27.673601,0.0,-102.523026,0.0,0.0,-38.894535,0.0,-81.82924,0.0,-27.673609,0.0,-81.82925,0.0,-38.89454,-28.104946,0.0,-31.764463,0.0,-81.82923,0.0,-81.82926,0.0,-31.764463,0.0,0.0,-14.839281,0.0,-31.764467,0.0,-102.52304,0.0,-31.764471,0.0,-14.839281,0.11688801,0.0,-14.839296,0.0,-38.894527,0.0,-38.89454,0.0,-14.839289,0.0
0,-33.913063,0.0,-29.135197,0.0,-42.303013,0.0,-42.30302,0.0,-29.135212,0.0,0.0,22.514347,0.0,-50.302315,0.0,-38.50696,0.0,-50.302322,0.0,22.514359,-29.135208,0.0,-35.113846,0.0,-54.81289,0.0,-54.812897,0.0,-35.113842,0.0,0.0,-50.30233,0.0,-51.727108,0.0,-80.28147,0.0,-51.727116,0.0,-50.302322,-42.30302,0.0,-54.81289,0.0,-70.75706,0.0,-70.75706,0.0,-54.81289,0.0,0.0,-38.506924,0.0,-80.28146,0.0,38.866173,0.0,-80.28145,0.0,-38.506954,-42.30302,0.0,-54.81289,0.0,-70.75706,0.0,-70.75706,0.0,-54.81289,0.0,0.0,-50.30233,0.0,-51.727108,0.0,-80.28147,0.0,-51.727116,0.0,-50.302322,-29.135208,0.0,-35.113846,0.0,-54.81289,0.0,-54.812897,0.0,-35.113842,0.0,0.0,22.514347,0.0,-50.302315,0.0,-38.50696,0.0,-50.302322,0.0,22.514359
